age,monthly_income,daily_internet_hours,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,gender,city_tier,shopping_preference,Is_Online,processed_at
31,67482,8.6,2,5,18,87675,18111,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
46,209469,4.1,8,44,10,125172,145644,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
36,147812,5.7,2,16,7,28942,131501,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
36,176193,4.2,4,21,9,67266,92694,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
19,157290,9.3,6,22,13,28006,15434,Other,Tier 2,Hybrid,0,2026-03-05 14:19:15.683837
58,86591,6.0,9,28,19,122532,149190,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
62,103241,4.0,10,6,13,85255,52985,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,49722,4.2,4,34,14,27345,84725,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,64431,7.0,4,38,11,142696,97802,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
28,197615,2.4,7,19,16,8738,84842,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
70,57000,5.6,1,25,9,20150,132453,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
63,86975,4.3,5,28,11,24293,44495,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
47,45921,5.7,5,28,18,17984,135831,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
74,114265,6.2,1,6,7,40514,125941,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
57,103747,5.8,6,33,15,85091,48516,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
35,176686,5.5,9,4,17,2628,14422,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
68,207261,6.3,7,12,19,90483,54690,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
65,32601,9.5,2,5,9,27568,82569,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
19,108332,8.5,4,31,10,54739,133992,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
49,138254,5.3,8,35,5,76444,117244,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,217615,7.5,1,32,17,22333,74809,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
39,166586,7.4,6,42,12,10464,51262,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
23,229384,5.2,3,32,10,31080,47279,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
29,213684,5.9,3,18,13,6533,28158,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
64,236958,7.1,1,40,13,73822,107209,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
74,134004,4.5,8,17,3,110821,129688,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
57,162364,5.5,5,13,9,49742,16504,Female,Tier 2,Hybrid,0,2026-03-05 14:19:15.683837
53,177582,5.6,1,20,19,17413,50700,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,43000,5.5,5,38,17,3425,91065,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
45,145439,5.4,5,33,8,34444,46396,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
69,134277,6.9,9,30,12,13862,9834,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
74,45383,6.1,10,16,18,30553,149035,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
66,157857,7.3,3,6,7,31396,65293,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
62,55910,11.0,9,20,10,33587,10372,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
35,185100,4.9,8,6,7,111238,79120,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
19,170927,6.4,10,0,17,50737,81971,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
30,39281,7.0,2,21,16,62875,96298,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
62,128838,8.2,9,21,9,108328,57618,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
71,19841,6.9,5,22,9,111716,116550,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,112204,3.8,8,27,3,39414,110393,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
37,75155,4.7,8,39,7,111981,69565,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
46,172990,6.3,4,45,1,6010,80188,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
76,71313,4.6,1,29,13,81969,146525,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
59,126688,3.0,9,44,7,56392,55746,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
46,163515,4.4,6,9,13,116449,46856,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
20,178322,4.4,2,11,7,149201,65629,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
36,147994,4.0,4,44,17,17131,75663,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
20,46976,11.1,10,15,7,77076,70962,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
71,158063,6.6,5,20,9,80743,130728,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
31,119405,6.2,6,12,3,32817,148820,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
57,68744,7.8,5,46,10,100401,137300,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
76,168805,9.6,9,3,13,70499,30199,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
72,17473,6.8,10,36,15,32209,149799,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
79,154180,8.0,2,29,9,149996,14159,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
21,43715,5.0,3,25,14,93197,74465,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
76,178282,4.2,10,13,7,75170,33007,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,52317,7.8,3,36,14,142352,22815,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
69,80516,7.8,3,24,18,41352,70551,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
28,179434,7.6,6,38,7,80711,94593,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,69604,6.3,8,26,16,47058,91238,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,19889,4.4,5,13,17,30191,30207,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
60,235629,5.0,6,1,1,121406,11961,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
49,88748,8.3,1,1,4,8235,2199,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
44,46971,4.8,10,32,15,92519,62591,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
47,65551,6.4,3,1,16,90131,43060,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
60,149273,4.5,4,33,14,13027,6731,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
19,123957,5.6,7,24,18,129147,104086,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,104882,3.8,5,44,14,28618,78264,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
66,52958,5.9,1,36,12,107381,93146,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
26,225323,5.0,3,26,16,44942,98798,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
45,20681,2.6,2,25,19,113943,142652,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
48,116982,7.3,6,46,11,147798,57859,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
77,61870,7.2,5,21,2,143203,92613,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,143396,6.1,3,46,9,129357,148765,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
78,228328,3.8,2,6,9,106758,86153,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
73,82203,3.8,1,12,12,35967,3943,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
32,174224,10.7,2,47,6,72694,50861,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
65,65061,1.0,5,27,4,103528,52039,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
42,203691,3.8,5,44,8,64056,115180,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
53,73235,10.3,9,27,3,69534,76330,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
25,219812,10.9,6,23,2,19098,89573,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
26,52890,9.4,3,34,10,44653,74756,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
75,105073,7.1,10,32,16,3350,120353,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
75,76401,4.7,3,36,1,30041,141414,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
54,26217,2.6,3,8,8,3777,86007,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
65,63351,6.8,8,49,5,79784,15533,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
62,48741,4.5,9,2,11,1284,1989,Female,Tier 2,Online,1,2026-03-05 14:19:15.683837
79,166726,8.9,3,1,18,88506,31218,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
56,207386,2.3,1,21,3,133383,86062,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,16408,6.4,8,20,10,58389,55621,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,57903,7.9,10,36,4,99441,147154,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
69,230280,8.0,2,23,19,50277,87359,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
34,122042,7.7,7,13,5,87323,116854,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
52,147290,6.7,7,32,19,1401,130841,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
54,196644,6.3,9,16,15,72550,116759,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
36,204870,7.8,8,20,10,107500,133295,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
61,247753,6.7,9,12,8,116302,136901,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
46,137189,6.7,1,43,1,99440,27456,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
76,124268,6.1,3,43,3,81413,133887,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
24,45105,5.2,4,39,15,131283,95102,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
45,84634,3.3,3,10,3,25434,146860,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
26,132426,3.6,8,1,8,112655,126622,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
45,211135,5.2,7,36,7,142173,51424,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
23,153691,5.8,5,27,6,86238,15752,Male,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
46,158011,4.1,5,2,17,130403,56842,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,33226,3.9,4,14,8,108181,121648,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
34,40322,5.3,5,45,9,17450,140706,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
33,132504,7.8,5,23,10,63050,87108,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
40,73215,1.8,4,7,1,57660,39988,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
48,162950,4.1,5,5,18,94248,88473,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,152632,6.3,7,31,9,25386,7546,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
38,184350,8.6,9,40,14,85614,50049,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
43,182284,10.3,7,34,17,4455,29364,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
53,109835,5.3,1,12,4,35019,100505,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
59,88079,5.3,9,27,11,113210,86821,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
54,38946,5.7,3,41,7,89783,148753,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
70,177812,6.5,2,3,5,10162,12309,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
39,125733,5.9,10,30,0,106154,122893,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,22253,6.2,9,0,12,6468,29864,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
59,94311,3.3,2,29,14,146553,86404,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,47813,2.7,10,7,10,113604,2761,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
59,210403,7.4,9,39,3,67294,25054,Female,Tier 2,Online,1,2026-03-05 14:19:15.683837
78,173704,5.6,5,45,7,97192,115078,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
30,63365,7.7,6,13,6,94847,4864,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
28,82593,6.4,7,43,12,127963,68675,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
71,179503,3.1,7,27,4,123124,146463,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
33,183508,9.1,4,33,0,89915,58127,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
25,164485,6.1,4,38,15,3622,117742,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
57,241833,4.5,5,3,10,132881,30015,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
76,53485,4.9,9,23,17,62259,6212,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
74,214304,3.6,10,26,8,15469,103023,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
57,126504,6.7,1,41,3,37495,30490,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
62,31101,5.8,8,10,6,107595,46687,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
76,23831,10.0,8,22,6,123085,13774,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
19,230655,7.0,7,41,12,1106,145688,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
47,66897,9.9,6,31,18,121925,75608,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
47,20004,4.1,3,49,6,132245,130211,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
29,234313,5.3,8,3,6,104238,55175,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
27,60924,7.8,7,18,12,105960,82829,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
61,167581,7.2,8,6,3,125204,106522,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
28,52170,6.0,2,32,11,61723,148342,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,58555,3.8,8,13,7,17735,85643,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
33,160734,1.6,7,12,15,99611,142663,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
34,133115,5.6,6,5,10,99746,120201,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
43,119216,5.6,9,18,3,110753,134407,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
19,80930,6.3,8,8,14,67678,53898,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
67,193475,3.1,5,34,11,121681,120650,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,51365,4.2,5,48,1,4125,84005,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
68,77188,6.8,9,47,5,13601,106023,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
43,222132,7.2,8,25,17,20286,111977,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
40,113633,6.4,4,3,11,102379,78126,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
35,172745,5.3,9,47,15,27165,28998,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
79,78471,3.6,6,27,0,88547,41106,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,163228,7.9,5,26,18,66264,62633,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,72287,7.5,10,43,3,58999,38343,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,147717,4.9,7,6,9,986,110583,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
55,74076,7.7,9,8,9,115326,13191,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
74,240657,5.9,1,33,6,109431,133692,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
64,131475,4.6,9,7,5,106240,103711,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
20,221423,7.9,10,9,11,67346,133389,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
55,65151,6.2,5,0,9,35240,67302,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,82384,5.1,9,49,11,24439,132506,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
47,114865,3.4,5,7,12,79619,89350,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
78,48541,3.6,7,44,14,35419,98082,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
18,87847,7.7,7,38,12,120297,78488,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
47,233171,6.9,9,45,18,111140,133783,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
62,226811,3.7,5,38,15,43805,83036,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
49,65955,3.6,7,16,10,67537,41414,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
45,155362,10.2,5,17,0,19895,56156,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,246426,6.9,4,33,17,146789,25985,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,205014,8.4,1,34,6,42983,47385,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,228739,9.0,5,2,11,18764,35522,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
30,176215,4.1,4,11,17,143069,8744,Male,Tier 2,Hybrid,0,2026-03-05 14:19:15.683837
44,170581,9.5,1,3,11,23712,57006,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
53,102780,3.8,10,35,8,148274,96247,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
24,182813,7.5,1,8,16,132106,49895,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
39,172970,5.8,5,34,3,128373,98808,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
27,114919,7.4,9,2,3,66003,30636,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
56,127854,5.6,1,24,19,101878,140277,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
70,231746,7.1,8,25,19,109832,61337,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
32,209020,8.7,9,36,0,64474,103724,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
32,76768,8.2,10,47,2,119083,147945,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
21,58262,5.9,4,26,18,138467,47642,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,151578,4.1,8,27,7,70755,14494,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
40,35605,5.4,1,18,19,61244,53816,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
72,93590,6.9,4,23,0,141627,80796,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
23,43231,7.3,10,36,5,139329,38587,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
41,94397,8.1,2,39,8,51812,22913,Female,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
37,92123,4.5,10,43,17,109273,130335,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
75,28515,4.1,4,37,8,135350,52486,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
54,102211,4.0,2,24,19,146855,109263,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
37,184694,5.6,3,33,9,37757,95712,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
29,31600,6.4,1,14,15,128724,120673,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
50,173964,6.7,10,15,11,114088,95191,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
45,229351,3.2,3,3,5,65387,89860,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
25,84310,4.1,7,25,13,24197,85222,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
18,167873,4.6,8,46,7,67993,39512,Female,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
54,183767,9.5,6,38,14,37659,5946,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
39,174925,5.2,1,46,9,22107,39636,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
23,150501,3.0,7,25,4,110754,15945,Other,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
78,150678,6.8,3,47,19,134322,34258,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,150550,5.8,9,27,15,138618,3176,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
49,129380,3.7,2,48,7,129196,43404,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
52,229888,5.1,9,36,10,43498,53963,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,186206,5.3,10,37,2,73331,36247,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
22,216035,5.8,2,35,1,47417,67228,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
77,126780,7.9,2,9,0,139079,84610,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
73,216969,7.1,4,32,0,45231,116327,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
63,171547,6.3,2,7,19,129310,70322,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
67,81177,8.0,7,37,9,31717,72954,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
65,167802,5.2,3,41,17,57232,62289,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
23,167185,4.5,4,35,15,128893,10766,Other,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
42,166083,6.6,1,20,18,70181,24274,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
73,70746,6.5,10,44,15,83265,141328,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,138075,3.0,4,49,2,63217,95474,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
76,188925,9.0,4,19,6,82940,113988,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
73,100195,4.0,4,33,5,56139,49082,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
57,51818,7.1,9,37,10,77528,133412,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
46,183393,7.1,3,42,4,131782,110166,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
24,36309,1.0,7,27,8,89104,75269,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
57,164760,6.5,4,31,3,39462,78875,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
30,43176,9.3,1,11,11,114946,145336,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
55,83879,4.6,10,8,9,60200,101370,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
35,82592,2.2,3,42,2,23475,84894,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
19,99728,5.8,9,14,6,61606,7334,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
25,235084,6.9,10,12,1,77395,31536,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
28,155488,5.8,6,1,7,17672,110285,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
50,186066,4.1,8,19,12,149207,81486,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
71,212494,3.9,9,13,14,48399,4992,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
78,23584,2.8,8,41,0,50857,1405,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
55,139555,2.3,5,14,1,10552,70282,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
65,108302,5.3,6,28,17,119648,129087,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
44,137408,6.8,10,20,18,133142,8047,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
37,33830,6.3,2,9,6,81622,78594,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
29,231897,6.5,9,40,1,121669,59391,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
60,92066,7.3,6,37,15,74915,70244,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
78,18591,8.6,8,20,15,95369,106445,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
48,108878,6.1,7,34,3,110385,105859,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
44,140407,6.7,10,43,16,55837,130523,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,131869,6.7,2,16,13,113374,141507,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
78,36395,6.3,2,43,7,1031,33029,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
27,200254,6.0,5,3,8,106807,32517,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,31738,6.2,3,13,7,47788,140674,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
62,148703,9.1,1,39,17,86299,100682,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
44,163977,8.9,10,31,6,1773,138070,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
52,34056,2.6,3,17,12,104293,11131,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
48,136656,6.4,7,33,0,54041,18673,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
32,130316,6.0,10,31,7,126810,52839,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
33,235154,8.5,9,13,8,29093,96952,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
78,181519,5.9,4,35,18,140976,18896,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
30,69418,6.5,8,33,14,41613,87181,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
66,52190,4.7,6,5,2,12390,668,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
52,41014,7.6,4,39,10,61596,101088,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
69,219071,3.5,3,34,13,11447,77444,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
28,196350,5.4,5,14,11,148175,101845,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
76,140563,3.9,3,19,4,44117,111056,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
38,16780,5.4,8,27,1,118433,117143,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
68,237715,4.9,6,36,6,77925,90882,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
71,205330,7.7,6,37,4,12725,74651,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
28,243195,5.6,7,20,2,75050,147386,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
47,57192,9.0,7,23,9,87248,88736,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
77,205372,5.5,8,9,10,8878,143021,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
65,119875,3.8,5,35,7,75085,58035,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
70,236576,5.5,5,8,5,137067,133497,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
52,114129,7.0,6,21,11,2939,100349,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
39,58923,9.4,4,41,12,60138,31160,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
55,104196,4.7,2,36,1,67655,23850,Male,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
48,17395,9.3,2,15,15,18211,130461,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,117449,5.6,2,42,12,83563,42869,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
41,136747,5.1,2,23,8,2635,142876,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
67,243456,7.6,5,3,12,41418,88532,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,161851,8.8,2,43,14,12701,142201,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
